OP;descripcionCliente;descripcionProducto;cantidad;fechaEntrega;OT;codmp;codigoProducto;cantOT;fechaEmision;codMaq;subID;camposTexto;saccod1;alto;ventana
FAM 52050;;Bolsa FC Rojo caja x24 paq x25u (127254);48000.0;2024-11-05;127254;MAQ902;BFCRO;48000.0;2024-11-05;902;127254;(52050) BFCRO-Bolsa FC Rojo caja x24 paq x25u CANT:48000;;125;0
FAM 52050;;Bolsa FC Rojo paquete x25u (127253);48000.0;2024-11-05;127253;MAQ401;BFCROP;48000.0;2024-11-05;401;127253;(52050) BFCROP-Bolsa FC Rojo paquete x25u CANT:48000;;125;0
FAM 52050;;PAPEL IMPRESO BFC ROJO 125X75X260 (127252);15624.0;2024-11-05;127252;MAQ319;BFCROIMP;15624.0;2024-11-05;319;127252;(52050) BFCROIMP-PAPEL IMPRESO BFC ROJO 125X75X260 CANT:539;;125;0
FAM 52051;;Bolsa FC Rosa caja x24 paq x25u (127257);48000.0;2024-11-05;127257;MAQ902;BFCRS;48000.0;2024-11-05;902;127257;(52051) BFCRS-Bolsa FC Rosa caja x24 paq x25u CANT:48000;;125;0
FAM 52051;;Bolsa FC Rosa paquete x 25u (127256);48000.0;2024-11-05;127256;MAQ401;BFCRSPPP;48000.0;2024-11-05;401;127256;(52051) BFCRSPPP-Bolsa FC Rosa paquete x 25u CANT:48000;;125;0
FAM 52051;;PAPEL IMPRESO BFC ROSA 125X75X260 (127255);15624.0;2024-11-05;127255;MAQ319;BFCRSIMP;15624.0;2024-11-05;319;127255;(52051) BFCRSIMP-PAPEL IMPRESO BFC ROSA 125X75X260 CANT:539;;125;0
FAM 52052;;BOLSA FC CE PASTEL CAJA X 24 PAQ X 25 U 12.5X26X7. (127260);48000.0;2024-11-05;127260;MAQ902;BFCCEP;48000.0;2024-11-05;902;127260;(52052) BFCCEP-BOLSA FC CE PASTEL CAJA X 24 PAQ X 25 U 12.5X26X7. CANT:48000;;125;0
FAM 52052;;BOLSA FC CE PASTEL PAQ X 25 U 12.5x26x7.5 (127259);48000.0;2024-11-05;127259;MAQ401;BFCCEPP;48000.0;2024-11-05;401;127259;(52052) BFCCEPP-BOLSA FC CE PASTEL PAQ X 25 U 12.5x26x7.5 CANT:48000;;125;0
FAM 52052;;PAPEL IMPRESO BFC CELESTE PASTEL 125X75X260 (127258);15624.0;2024-11-05;127258;MAQ319;BFCCEPIMP;15624.0;2024-11-05;319;127258;(52052) BFCCEPIMP-PAPEL IMPRESO BFC CELESTE PASTEL 125X75X260 CANT:539;;125;0
FAM 52053;;BOLSA FC  NARANJA CAJA X 24  PAQ X 25 U 12,5X26X7, (127263);48000.0;2024-11-05;127263;MAQ902;BFCNA;48000.0;2024-11-05;902;127263;(52053) BFCNA-BOLSA FC  NARANJA CAJA X 24  PAQ X 25 U 12,5X26X7, CANT:48000;;125;0
FAM 52053;;BOLSA FC  NARANJA PAQ X 25  12,5X26X7,5 (127262);48000.0;2024-11-05;127262;MAQ401;BFCNAP;48000.0;2024-11-05;401;127262;(52053) BFCNAP-BOLSA FC  NARANJA PAQ X 25  12,5X26X7,5 CANT:48000;;125;0
FAM 52053;;PAPEL IMPRESO BOLSA FONDO CUAD NARANJA 125X75X260 (127261);15624.0;2024-11-05;127261;MAQ319;BFCNAIMP;15624.0;2024-11-05;319;127261;(52053) BFCNAIMP-PAPEL IMPRESO BOLSA FONDO CUAD NARANJA 125X75X260 CANT:539;;125;0
FAM 52054;;Bolsa FC Verde Manzana caja x24 paq x25u (127266);48000.0;2024-11-05;127266;MAQ902;BFCVM;48000.0;2024-11-05;902;127266;(52054) BFCVM-Bolsa FC Verde Manzana caja x24 paq x25u CANT:48000;;125;0
FAM 52054;;Bolsa FC Verde Manzana paquete x25u (127265);48000.0;2024-11-05;127265;MAQ401;BFCVMP;48000.0;2024-11-05;401;127265;(52054) BFCVMP-Bolsa FC Verde Manzana paquete x25u CANT:48000;;125;0
FAM 52054;;PAPEL IMPRESO BFC VERDE MANZANA 125X75X260 (127264);15624.0;2024-11-05;127264;MAQ319;BFCVMIMP;15624.0;2024-11-05;319;127264;(52054) BFCVMIMP-PAPEL IMPRESO BFC VERDE MANZANA 125X75X260 CANT:539;;125;0
FAM 52055;;Bolsa FC Negro caja x24 paq x25u (127269);48000.0;2024-11-05;127269;MAQ902;BFCNE;48000.0;2024-11-05;902;127269;(52055) BFCNE-Bolsa FC Negro caja x24 paq x25u CANT:48000;;125;0
FAM 52055;;Bolsa FC Negro paquete x25u (127268);48000.0;2024-11-05;127268;MAQ401;BFCNEP;48000.0;2024-11-05;401;127268;(52055) BFCNEP-Bolsa FC Negro paquete x25u CANT:48000;;125;0
FAM 52055;;PAPEL IMPRESO BFC NEGRO 125X75X260 (127267);15624.0;2024-11-05;127267;MAQ319;BFCNEIMP;15624.0;2024-11-05;319;127267;(52055) BFCNEIMP-PAPEL IMPRESO BFC NEGRO 125X75X260 CANT:539;;125;0
FAM 52056;;BOLSA OFFSET PRECISION 80 GRS 125X190 CONFECCIONAD (127272);75000.0;2024-11-05;127272;MAQ360;6781CF;75000.0;2024-11-05;360;127272;(52056) 6781CF-BOLSA OFFSET PRECISION 80 GRS 125X190 CONFECCIONAD CANT:75000;;0;0
FAM 52056;;FS*1 10 PQ (2781) BOLSAS X100 OBRA PRIMERA 12,5X19 (127274);75000.0;2024-11-05;127274;MAQ903;6781;75000.0;2024-11-05;903;127274;(52056) 6781-FS*1 10 PQ (2781) BOLSAS X100 OBRA PRIMERA 12,5X19 CANT:75000;;125;0
FAM 52057;;10 PQ (2621) BOLSAS X100 MANILA 12,5X19,0 CM (127280);100000.0;2024-11-05;127280;MAQ903;6621;100000.0;2024-11-05;903;127280;(52057) 6621-10 PQ (2621) BOLSAS X100 MANILA 12,5X19,0 CM CANT:100000;;125;0
FAM 52057;;BOLSA MANILA 125X190 CONFECCIONADA (127278);100000.0;2024-11-05;127278;MAQ360;6621CF;100000.0;2024-11-05;360;127278;(52057) 6621CF-BOLSA MANILA 125X190 CONFECCIONADA CANT:100000;;0;0
FAM 52058;;10 PQ (2521) BOLSAS X 100 MAN. REC. 12,5X19,0 (127284);100000.0;2024-11-05;127284;MAQ903;6521;100000.0;2024-11-05;903;127284;(52058) 6521-10 PQ (2521) BOLSAS X 100 MAN. REC. 12,5X19,0 CANT:100000;;125;0
FAM 52058;;BOLSA KRAFT 70 GRS 125X190 CONFECCIONADA (127283);100000.0;2024-11-05;127283;MAQ360;6521CF;100000.0;2024-11-05;360;127283;(52058) 6521CF-BOLSA KRAFT 70 GRS 125X190 CONFECCIONADA CANT:100000;;0;0
FAM 52059;RIC;*1 CJ X 1250 SOBRES RICOH FLOW (127285);1200000.0;2024-11-05;127285;MAQ600;ZSRICFLWFS;1200000.0;2024-11-05;600;127285;(52059) ZSRICFLWFS-*1 CJ X 1250 SOBRES RICOH FLOW CANT:1200000;;120;40
FAM 52060;RIC;*1 CJ X 1250 SOBRES RICOH EDENOR (127286);480000.0;2024-11-05;127286;MAQ600;ZSRICEDNOR3FS;480000.0;2024-11-05;600;127286;(52060) ZSRICEDNOR3FS-*1 CJ X 1250 SOBRES RICOH EDENOR CANT:480000;;120;50
FAM 52061;RIC;CJ X 1250 SOBRES RICOH EDESUR QR (127287);1120000.0;2024-11-05;127287;MAQ600;ZSRICEDEQR;1120000.0;2024-11-05;600;127287;(52061) ZSRICEDEQR-CJ X 1250 SOBRES RICOH EDESUR QR CANT:1120000;;120;45
FAM 52062;RIC;CJX1250 SOBRES RICOH DIRECTV GO (127288);250000.0;2024-11-05;127288;MAQ600;ZSRICDIRTV2;250000.0;2024-11-05;600;127288;(52062) ZSRICDIRTV2-CJX1250 SOBRES RICOH DIRECTV GO CANT:250000;;120;55
FAM 52063;;PAPEL IMPRESO BOLSA MOSTAZA DELIVERY 200X110X300 (127289);533540.0;2024-11-05;127289;MAQ319;99BFCMOS24FS;533540.0;2024-11-05;319;127289;(52063) 99BFCMOS24FS-PAPEL IMPRESO BOLSA MOSTAZA DELIVERY 200X110X300 CANT:27930;;0;0
FAM 52063;FCM;*4 FSC CJ X 500 BOLSAS MOSTAZA DELIVERY (127290);1400000.0;2024-11-05;127290;MAQ401;ZBFCMOS24FS;1400000.0;2024-11-05;401;127290;(52063) ZBFCMOS24FS-*4 FSC CJ X 500 BOLSAS MOSTAZA DELIVERY CANT:1400000;;200;0
FAM 52064;CFB;CAMIBIO DE FORMATO BOLSAS MAQ 249 (127291);1.0;2024-11-05;127291;MAQ249;ZVCFB249;1.0;2024-11-05;249;127291;(52064) ZVCFB249-CAMIBIO DE FORMATO BOLSAS MAQ 249 CANT:1;;0;0
FAM 52065;CFB;CAMIBIO DE FORMATO BOLSAS MAQ 249 (127292);1.0;2024-11-05;127292;MAQ249;ZVCFB249;1.0;2024-11-05;249;127292;(52065) ZVCFB249-CAMIBIO DE FORMATO BOLSAS MAQ 249 CANT:1;;0;0
FAM 52066;CFB;CAMIBIO DE FORMATO BOLSAS MAQ 249 (127293);1.0;2024-11-05;127293;MAQ249;ZVCFB249;1.0;2024-11-05;249;127293;(52066) ZVCFB249-CAMIBIO DE FORMATO BOLSAS MAQ 249 CANT:1;;0;0
FAM 52067;;BOLSA FUELLE 15X5,5X22,75. 10 PAQX100 (127295);200000.0;2024-11-06;127295;MAQ902;BFK4A;200000.0;2024-11-06;902;127295;(52067) BFK4A-BOLSA FUELLE 15X5,5X22,75. 10 PAQX100 CANT:200000;;150;0
FAM 52067;;BOLSA FUELLE 15X5,5X22,75. CONFECCIONADA (127294);200000.0;2024-11-06;127294;MAQ396;BFK4ACF;200000.0;2024-11-06;396;127294;(52067) BFK4ACF-BOLSA FUELLE 15X5,5X22,75. CONFECCIONADA CANT:200000;;0;0
FAM 52068;;10 PQ (2527) BOLSAS X 100 MAN. REC.24,0X30,0 (127298);250000.0;2024-11-06;127298;MAQ903;6527;250000.0;2024-11-06;903;127298;(52068) 6527-10 PQ (2527) BOLSAS X 100 MAN. REC.24,0X30,0 CANT:250000;;240;0
FAM 52068;;BOLSA KRAFT 70 GRS 240X300 CONFECCIONADA (127297);250000.0;2024-11-06;127297;MAQ249;6527CF;250000.0;2024-11-06;249;127297;(52068) 6527CF-BOLSA KRAFT 70 GRS 240X300 CONFECCIONADA CANT:250000;;0;0
FAM 52069;;10 PQ (2627) BOLSAS X100 MANILA 24,0X30,0 CM (127303);130000.0;2024-11-06;127303;MAQ903;6627;130000.0;2024-11-06;903;127303;(52069) 6627-10 PQ (2627) BOLSAS X100 MANILA 24,0X30,0 CM CANT:130000;;240;0
FAM 52069;;BOLSA MANILA 70 GRS 240X300 CONFECCIONADA (127301);130000.0;2024-11-06;127301;MAQ249;6627CF;130000.0;2024-11-06;249;127301;(52069) 6627CF-BOLSA MANILA 70 GRS 240X300 CONFECCIONADA CANT:130000;;240;0
FAM 52070;;BSA.MAN. 24.0 X 30.0 CAJA X 250 U (127305);31250.0;2024-11-06;127305;MAQ249;2667;31250.0;2024-11-06;249;127305;(52070) 2667-BSA.MAN. 24.0 X 30.0 CAJA X 250 U CANT:31250;;240;0
FAM 52071;;BOLSA MANILA 240X300 CONFECCIONADA (127308);18750.0;2024-11-06;127308;MAQ249;2727CF;18750.0;2024-11-06;249;127308;(52071) 2727CF-BOLSA MANILA 240X300 CONFECCIONADA CANT:18750;;240;0
FAM 52071;;ETIQUETA BLISTER INTERNA 2727 (127309);750.0;2024-11-06;127309;MAQ903;ETIQB2727;750.0;2024-11-06;903;127309;(52071) ETIQB2727-ETIQUETA BLISTER INTERNA 2727 CANT:750;;0;0
FAM 52072;;FS*1 10 PQ (2677) BOLSAS X100 OBRA PRIMERA 24,0X30 (127315);50000.0;2024-11-06;127315;MAQ903;6677;50000.0;2024-11-06;903;127315;(52072) 6677-FS*1 10 PQ (2677) BOLSAS X100 OBRA PRIMERA 24,0X30 CANT:50000;;240;0
FAM 52072;;FS*1 BOLSA OFFSET PRECISION 80 GRS 240X300 CONFECC (127313);50000.0;2024-11-06;127313;MAQ249;6677CF;50000.0;2024-11-06;249;127313;(52072) 6677CF-FS*1 BOLSA OFFSET PRECISION 80 GRS 240X300 CONFECC CANT:50000;;0;0
FAM 52073;QTO;CJ X 500 SOBRES  QUE TAL OFICIO VENTANA (127316);250000.0;2024-11-06;127316;MAQ600;ZSQTOV;250000.0;2024-11-06;600;127316;(52073) ZSQTOV-CJ X 500 SOBRES  QUE TAL OFICIO VENTANA CANT:250000;;120;40
FAM 52074;;PAQX25 CAJA TORTA GRAND. CUAD. 28X28X8,5 (127318);10000.0;2024-11-06;127318;MAQ903;CTGC001;10000.0;2024-11-06;903;127318;(52074) CTGC001-PAQX25 CAJA TORTA GRAND. CUAD. 28X28X8,5 CANT:10000;;0;0
FAM 52075;;BOBINA IMPRESA BOLSA GRANDE BELLARIA 55 CM (127319);8652.0;2024-11-06;127319;MAQ319;99ZBFBEGRAIMP;8652.0;2024-11-06;319;127319;(52075) 99ZBFBEGRAIMP-BOBINA IMPRESA BOLSA GRANDE BELLARIA 55 CM CANT:637;;240;0
FAM 52075;FBE;*4 CJ X 150 BOLSAS BELLARIA GRANDE 80 GR (127320);15000.0;2024-11-06;127320;MAQ396;ZBFBEGR80FS;15000.0;2024-11-06;396;127320;(52075) ZBFBEGR80FS-*4 CJ X 150 BOLSAS BELLARIA GRANDE 80 GR CANT:15000;;240;515
FAM 52076;;BOLSA FC BLANCO CAJA X 24 PAQ X 25U  12,5X26X7,5 (127323);30000.0;2024-11-06;127323;MAQ902;BFCBL;30000.0;2024-11-06;902;127323;(52076) BFCBL-BOLSA FC BLANCO CAJA X 24 PAQ X 25U  12,5X26X7,5 CANT:30000;;125;0
FAM 52076;;BOLSA FC BLANCO PAQ X 25 U 12.5X26X7.5 (127322);1250.0;2024-11-06;127322;MAQ401;BFCBLP;1250.0;2024-11-06;401;127322;(52076) BFCBLP-BOLSA FC BLANCO PAQ X 25 U 12.5X26X7.5 CANT:1250;;125;0
FAM 52076;;PAPEL IMPRESO BFC BLANCO 125X75X260 (127321);9765.0;2024-11-06;127321;MAQ319;BFCBLIMP;9765.0;2024-11-06;319;127321;(52076) BFCBLIMP-PAPEL IMPRESO BFC BLANCO 125X75X260 CANT:337;;125;0
FAM 52079;GAL;*1 FSC CJX500 SOBRE UNIFICADO GALICIA 12X23.5 CM (127329);500000.0;2024-11-07;127329;MAQ600;ZSGAL407FS;500000.0;2024-11-07;600;127329;(52079) ZSGAL407FS-*1 FSC CJX500 SOBRE UNIFICADO GALICIA 12X23.5 CM CANT:500000;;120;50
FAM 52080;;PAQX25 CAJA TORTA GRAND. CUAD. 28X28X8,5 (127331);12500.0;2024-11-07;127331;MAQ903;CTGC001;12500.0;2024-11-07;903;127331;(52080) CTGC001-PAQX25 CAJA TORTA GRAND. CUAD. 28X28X8,5 CANT:12500;;0;0
FAM 52081;;PAPEL IMPRESO BOLSA AGEA BIND 19 X 24 CM (127332);2650.0;2024-11-07;127332;HE0003A;99AGEABINDIMP;2650.0;2024-11-07;HE0003A;127332;(52081) 99AGEABINDIMP-PAPEL IMPRESO BOLSA AGEA BIND 19 X 24 CM CANT:2650;;190;0
FAM 52081;AGE;CJ X 250 BOLSAS AGEA BIND 19 X 24 (127335);10000.0;2024-11-07;127335;MAQ330;ZBAGEABIND;10000.0;2024-11-07;330;127335;(52081) ZBAGEABIND-CJ X 250 BOLSAS AGEA BIND 19 X 24 CANT:10000;;190;0
FAM 52082;;SABORES 5 IMPRESO (127336);31376.0;2024-11-07;127336;MAQ319;99SABORES5IMP;31376.0;2024-11-07;319;127336;(52082) 99SABORES5IMP-SABORES 5 IMPRESO CANT:1632;;0;0
FAM 52082;FCS;CJ X 250 BOLSA SABORES 20X11X30 (127337);80000.0;2024-11-07;127337;MAQ401;ZBFCSABORES5;80000.0;2024-11-07;401;127337;(52082) ZBFCSABORES5-CJ X 250 BOLSA SABORES 20X11X30 CANT:80000;;200;0
FAM 52083;;SABORES 8 IMPRESO (127338);20140.0;2024-11-07;127338;MAQ319;99SABORES8IMP;20140.0;2024-11-07;319;127338;(52083) 99SABORES8IMP-SABORES 8 IMPRESO CANT:5736;;0;0
FAM 52083;FCS;CJ X 250 BOLSAS SABORES 26X17X38 (127339);40000.0;2024-11-07;127339;MAQ401;ZBFCSABORES8;40000.0;2024-11-07;401;127339;(52083) ZBFCSABORES8-CJ X 250 BOLSAS SABORES 26X17X38 CANT:40000;;260;0
FAM 52084;;SOBRE 1140 PLATEADO CONFECCIONADO 140X200 (127341);600.0;2024-11-08;127341;MAQ550;1140PLCF;600.0;2024-11-08;550;127341;(52084) 1140PLCF-SOBRE 1140 PLATEADO CONFECCIONADO 140X200 CANT:600;;140;0
FAM 52085;;TAQ..S/PTTAC.CAJ.X84 (127343);8400.0;2024-11-08;127343;MAQ904;7303;8400.0;2024-11-08;904;127343;(52085) 7303-TAQ..S/PTTAC.CAJ.X84 CANT:8400;;88;0
FAM 52086;MAC;*1 CJ X 1000 SOB BCO MACRO NVO 335 (127347);330000.0;2024-11-08;127347;MAQ550;ZSMAC335BFS;330000.0;2024-11-08;550;127347;(52086) ZSMAC335BFS-*1 CJ X 1000 SOB BCO MACRO NVO 335 CANT:330000;;120;40
FAM 52087;MAC;*1 CJ X 1000 SOB. BCO MACRO NVO 790 (127350);220000.0;2024-11-08;127350;MAQ550;ZSMAC790BFS;220000.0;2024-11-08;550;127350;(52087) ZSMAC790BFS-*1 CJ X 1000 SOB. BCO MACRO NVO 790 CANT:220000;;120;40
FAM 52090;KEN;BULTO X 5 CAJAS DE 500 SOBRES REGULAR KENINGTON (127355);2160000.0;2024-11-08;127355;MAQ600;ZSKENINREG;2160000.0;2024-11-08;600;127355;(52090) ZSKENINREG-BULTO X 5 CAJAS DE 500 SOBRES REGULAR KENINGTON CANT:2160000;;105;0
FAM 52091;KEN;BULTO X 5 CAJAS DE 500 SOBRES VENTANA KENINGTON (127358);720000.0;2024-11-08;127358;MAQ600;ZSKENINVENT;720000.0;2024-11-08;600;127358;(52091) ZSKENINVENT-BULTO X 5 CAJAS DE 500 SOBRES VENTANA KENINGTON CANT:720000;;105;30
FAM 52093;;BOBINA IMPRESA 32 CM BOLSA FUELLE BAKERY 4A (127360);27295.0;2024-11-12;127360;MAQ319;99ZBKTE4ABKRY;27295.0;2024-11-12;319;127360;(52093) 99ZBKTE4ABKRY-BOBINA IMPRESA 32 CM BOLSA FUELLE BAKERY 4A CANT:547;;165;0
FAM 52093;KTE;CJ X 1000 BOLSAS 4A T E  BAKERY (127361);100000.0;2024-11-12;127361;MAQ396;ZBKTE4ABKRY;100000.0;2024-11-12;396;127361;(52093) ZBKTE4ABKRY-CJ X 1000 BOLSAS 4A T E  BAKERY CANT:100000;;165;0
FAM 52094;;BOBINA IMPRESA 52 CM BOLSA FUELLE BAKERY 7 (127362);9990.0;2024-11-12;127362;MAQ319;99ZBKTE7BKRY;9990.0;2024-11-12;319;127362;(52094) 99ZBKTE7BKRY-BOBINA IMPRESA 52 CM BOLSA FUELLE BAKERY 7 CANT:249;;190;0
FAM 52094;KTE;CJ X 500 BOLSAS N¦ 7 T E BAKERY (127363);25000.0;2024-11-12;127363;MAQ396;ZBKTE7BKRY;25000.0;2024-11-12;396;127363;(52094) ZBKTE7BKRY-CJ X 500 BOLSAS N¦ 7 T E BAKERY CANT:25000;;190;0
FAM 52095;;BOBINA IMPRESA 52 CM BOLSA FUELLE FAN DE PAN 7 (127364);49950.0;2024-11-12;127364;MAQ319;99ZBKTE7FDP;49950.0;2024-11-12;319;127364;(52095) 99ZBKTE7FDP-BOBINA IMPRESA 52 CM BOLSA FUELLE FAN DE PAN 7 CANT:1247;;190;0
FAM 52095;KTE;CJ X 500 BOLSAS 7 T E FAN DE PAN (127365);125000.0;2024-11-12;127365;MAQ396;ZBKTE7FDP;125000.0;2024-11-12;396;127365;(52095) ZBKTE7FDP-CJ X 500 BOLSAS 7 T E FAN DE PAN CANT:125000;;190;0
FAM 52096;;BOBINA IMPRESA 43 CM BOLSA FUELLE SHELL (127366);16430.0;2024-11-12;127366;MAQ319;99ZBKTESHE;16430.0;2024-11-12;319;127366;(52096) 99ZBKTESHE-BOBINA IMPRESA 43 CM BOLSA FUELLE SHELL CANT:339;;165;0
FAM 52096;KTE;CJ  X 100O  BOLSAS  SHELL 165X4X30 (127367);50000.0;2024-11-12;127367;MAQ396;ZBKTESHE;50000.0;2024-11-12;396;127367;(52096) ZBKTESHE-CJ  X 100O  BOLSAS  SHELL 165X4X30 CANT:50000;;165;0
FAM 52097;;TAQ..S/PTTAC.CAJ.X84 (127368);16800.0;2024-11-12;127368;MAQ904;7303;16800.0;2024-11-12;904;127368;(52097) 7303-TAQ..S/PTTAC.CAJ.X84 CANT:16800;;88;0
FAM 52098;;PAPEL IMPRESO TODO ENVASE SHELL 200X110X300 (127370);15688.0;2024-11-12;127370;MAQ319;99BFCTESHELL;15688.0;2024-11-12;319;127370;(52098) 99BFCTESHELL-PAPEL IMPRESO TODO ENVASE SHELL 200X110X300 CANT:803;;0;0
FAM 52098;FCT;CJX200 SHELL TODO ENVASE 20X11X30 BFC (127371);40000.0;2024-11-12;127371;MAQ401;ZBFCTESHELL;40000.0;2024-11-12;401;127371;(52098) ZBFCTESHELL-CJX200 SHELL TODO ENVASE 20X11X30 BFC CANT:40000;;200;0
FAM 52099;;PAPEL IMPRESO TODO ENVASE SPOT 200X110X360 (127372);4558.0;2024-11-12;127372;MAQ319;99BFCTESPOT;4558.0;2024-11-12;319;127372;(52099) 99BFCTESPOT-PAPEL IMPRESO TODO ENVASE SPOT 200X110X360 CANT:246;;0;0
FAM 52099;FCT;CJX200 SPOT TODO ENVASE 20X11X36 BFC (127373);10000.0;2024-11-12;127373;MAQ401;ZBFCTESPOT;10000.0;2024-11-12;401;127373;(52099) ZBFCTESPOT-CJX200 SPOT TODO ENVASE 20X11X36 BFC CANT:10000;;200;0
FAM 52100;;BOLSA RAPPI IMPRESA (127374);44520.0;2024-11-12;127374;MAQ319;99RRAPPIIMP;44520.0;2024-11-12;319;127374;(52100) 99RRAPPIIMP-BOLSA RAPPI IMPRESA CANT:3562;;0;0
FAM 52100;FCR;CJ X 250 BOLSAS 33X15X48 RAPPII (127375);70000.0;2024-11-12;127375;MAQ402;ZBFCRRAPPI;70000.0;2024-11-12;402;127375;(52100) ZBFCRRAPPI-CJ X 250 BOLSAS 33X15X48 RAPPII CANT:70000;;330;0
FAM 52101;;BOLSA TURBO IMPRESA (127376);19080.0;2024-11-12;127376;MAQ319;99RTURBOIMP;19080.0;2024-11-12;319;127376;(52101) 99RTURBOIMP-BOLSA TURBO IMPRESA CANT:1526;;0;0
FAM 52101;FCR;CJ X 250 BOLSAS 33X15X48 TURBO (127377);30000.0;2024-11-12;127377;MAQ402;ZBFCRTURBO;30000.0;2024-11-12;402;127377;(52101) ZBFCRTURBO-CJ X 250 BOLSAS 33X15X48 TURBO CANT:30000;;330;0
FAM 52102;;10 PQ (2527) BOLSAS X 100 MAN. REC.24,0X30,0 (127380);75000.0;2024-11-13;127380;MAQ903;6527;75000.0;2024-11-13;903;127380;(52102) 6527-10 PQ (2527) BOLSAS X 100 MAN. REC.24,0X30,0 CANT:75000;;240;0
FAM 52102;;BOLSA KRAFT 70 GRS 240X300 CONFECCIONADA (127379);75000.0;2024-11-13;127379;MAQ249;6527CF;75000.0;2024-11-13;249;127379;(52102) 6527CF-BOLSA KRAFT 70 GRS 240X300 CONFECCIONADA CANT:75000;;0;0
FAM 52103;;10 PQ (2627) BOLSAS X100 MANILA 24,0X30,0 CM (127385);50000.0;2024-11-13;127385;MAQ903;6627;50000.0;2024-11-13;903;127385;(52103) 6627-10 PQ (2627) BOLSAS X100 MANILA 24,0X30,0 CM CANT:50000;;240;0
FAM 52103;;BOLSA MANILA 70 GRS 240X300 CONFECCIONADA (127383);50000.0;2024-11-13;127383;MAQ249;6627CF;50000.0;2024-11-13;249;127383;(52103) 6627CF-BOLSA MANILA 70 GRS 240X300 CONFECCIONADA CANT:50000;;240;0
FAM 52104;;FS*1 SOB.RET.2 DE BOBINA OBRA PRIMERA (127387);75000.0;2024-11-13;127387;MAQ550;1012;75000.0;2024-11-13;550;127387;(52104) 1012-FS*1 SOB.RET.2 DE BOBINA OBRA PRIMERA CANT:75000;;150;0
FAM 52105;;CJX250 BOLSA FONDO CUAD 125X75X245 PAQX50 (127389);100000.0;2024-11-14;127389;MAQ903;BFC3;100000.0;2024-11-14;903;127389;(52105) BFC3-CJX250 BOLSA FONDO CUAD 125X75X245 PAQX50 CANT:100000;;125;0
FAM 52105;;PAQX50 BOLSA FONDO CUAD  125X75X245 (127388);100000.0;2024-11-14;127388;MAQ401;BFC3P;100000.0;2024-11-14;401;127388;(52105) BFC3P-PAQX50 BOLSA FONDO CUAD  125X75X245 CANT:100000;;125;0
FAM 52108;;ETIQ.COL.MAN. 4.8 X 9.5 (127401);180000.0;2024-11-14;127401;MAQ902;8993B;180000.0;2024-11-14;902;127401;(52108) 8993B-ETIQ.COL.MAN. 4.8 X 9.5 CANT:180000;;48;0
FAM 52108;;ETIQUETA COLGANTE MEDORO 8993 (127400);180000.0;2024-11-14;127400;MAQ100;TCMED8993;180000.0;2024-11-14;100;127400;(52108) TCMED8993-ETIQUETA COLGANTE MEDORO 8993 CANT:180000;;48;0
FAM 52109;;ETIQ.COL.MAN. 5,8 x 11,9 (127405);120000.0;2024-11-14;127405;MAQ902;8995;120000.0;2024-11-14;902;127405;(52109) 8995-ETIQ.COL.MAN. 5,8 x 11,9 CANT:120000;;58;0
FAM 52109;;ETIQUETA COLGANTE MEDORO 8995 (127404);120000.0;2024-11-14;127404;MAQ100;TCMED8995;120000.0;2024-11-14;100;127404;(52109) TCMED8995-ETIQUETA COLGANTE MEDORO 8995 CANT:120000;;0;0
FAM 52110;;ETIQ.COL.MAN. 4.1 X 8.3 (127409);120000.0;2024-11-14;127409;MAQ902;8992B;120000.0;2024-11-14;902;127409;(52110) 8992B-ETIQ.COL.MAN. 4.1 X 8.3 CANT:120000;;41;0
FAM 52110;;ETIQUETA COLGANTE MEDORO 8992 (127408);120000.0;2024-11-14;127408;MAQ100;TCMED8992;120000.0;2024-11-14;100;127408;(52110) TCMED8992-ETIQUETA COLGANTE MEDORO 8992 CANT:120000;;0;0
FAM 52111;;ETIQ.COL.MAN. 6.7 X 13.3 (127413);110000.0;2024-11-14;127413;MAQ902;8996;110000.0;2024-11-14;902;127413;(52111) 8996-ETIQ.COL.MAN. 6.7 X 13.3 CANT:110000;;67;0
FAM 52111;;ETIQUETA COLGANTE MEDORO 8996 (127412);110000.0;2024-11-14;127412;MAQ100;TCMED8996;110000.0;2024-11-14;100;127412;(52111) TCMED8996-ETIQUETA COLGANTE MEDORO 8996 CANT:110000;;0;0
FAM 52112;;TAQ..S/PTTAC.CAJ.X84 (127414);33600.0;2024-11-14;127414;MAQ904;7303;33600.0;2024-11-14;904;127414;(52112) 7303-TAQ..S/PTTAC.CAJ.X84 CANT:33600;;88;0
FAM 52113;;TACO COLOR  X 84 TACOS (127415);8400.0;2024-11-14;127415;MAQ904;7323;8400.0;2024-11-14;904;127415;TACO COLOR NUEVO 70 GRS X 300 (52113) 7323-TACO COLOR  X 84 TACOS CANT:8400;;88;0
FAM 52114;;FS*1 TAQ.BLANC  X 84 UN (127416);16800.0;2024-11-14;127416;MAQ904;7301;16800.0;2024-11-14;904;127416;(52114) 7301-FS*1 TAQ.BLANC  X 84 UN CANT:16800;;88;0
FAM 52115;CFB;CAMIBIO DE FORMATO BOLSAS MAQ 249 (127417);1.0;2024-11-14;127417;MAQ249;ZVCFB249;1.0;2024-11-14;249;127417;(52115) ZVCFB249-CAMIBIO DE FORMATO BOLSAS MAQ 249 CANT:1;;0;0
